keyword,keyword_group,url,estimated_daily_traffic,coverage traffic,latest_date,avg_rank,pagepath,custom_page_cate_id,custom_page_page_id,custom_page_province_id,custom_page_district_id,custom_page_ward_id,type,Cateype,search_by_location,include_gia,region,dup_check
Căn hộ Hausneo,Project Name - HCM,/ban-can-ho-chung-cu-can-ho-hausneo,3.702212258,0.686816018,44461,1,/ban-can-ho-chung-cu-can-ho-hausneo,324,275,SG,61,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Hưng Vượng 2,Project Name - HCM,/ban-can-ho-chung-cu-hung-vuong-2,3.702212258,0.686999471,44461,1,/ban-can-ho-chung-cu-hung-vuong-2,324,275,SG,59,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Âu Cơ Tower,Project Name - HCM,/ban-can-ho-chung-cu-au-co-tower,3.702212258,0.687182924,44461,1,/ban-can-ho-chung-cu-au-co-tower,324,275,SG,70,,non-detect,chung cư,non_detect,khong_gia,HCM,1
đất Cam Lâm,Property Type + Location,/ban-dat-cam-lam-kh,3.702212258,0.687366377,44461,1,/ban-dat-cam-lam-kh,283,280,KH,343,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
đất Dầu Tiếng,Property Type + Location,/ban-dat-dau-tieng-bd,3.702212258,0.68754983,44461,1,/ban-dat-dau-tieng-bd,283,280,BD,157,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
đất Long Biên,Property Type + Location,/ban-dat-long-bien,3.702212258,0.687733283,44461,1,/ban-dat-long-bien,283,280,HN,9,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
đất Phan Thiết,Property Type + Location,/ban-dat-phan-thiet-bth,3.702212258,0.687916736,44461,1,/ban-dat-phan-thiet-bth,283,280,BTH,181,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
đất Thanh Trì,Property Type + Location,/ban-dat-thanh-tri,3.702212258,0.688100189,44461,1,/ban-dat-thanh-tri,283,280,HN,13,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Hà Nội Homeland,Project Name - Hanoi,/ban-can-ho-chung-cu-ha-noi-homeland,3.702188515,0.688283641,44461,1,/ban-can-ho-chung-cu-ha-noi-homeland,,,,,,non-detect,chung cư,non_detect,khong_gia,HN,1
Thuê nhà trọ,For Rent - General,/cho-thue-nha-tro-phong-tro-tp-hcm,3.701459188,0.688467056,44461,4.076923077,/cho-thue-nha-tro-phong-tro-tp-hcm,,,,,,For Rent,Phòng trọ,non_detect,khong_gia,Others/non-detect,1
Thuê nhà Thủ Đức,For rent - HCM;For Rent - Key District,/cho-thue-nha-rieng-thu-duc,3.7012924,0.688650464,44461,2.134615385,/cho-thue-nha-rieng-thu-duc,52,286,SG,71,,For Rent,nha_general,quan,khong_gia,HCM,1
Scenic Valley 2,Project Name - HCM,/ban-can-ho-chung-cu-scenic-valley-2,3.701248683,0.688833869,44461,1.346153846,/ban-can-ho-chung-cu-scenic-valley-2,324,275,SG,59,,non-detect,chung cư,non_detect,khong_gia,HCM,1
xanh villas,Project Name - Hanoi,/ban-nha-biet-thu-lien-ke-xanh-villas,3.69734568,0.689017081,44461,8.7,/ban-nha-biet-thu-lien-ke-xanh-villas,325,277,HN,23,,non-detect,chung cư,non_detect,khong_gia,HN,1
van phuc city,New project,/ban-nha-biet-thu-lien-ke-khu-do-thi-van-phuc-city,3.69461781,0.689200158,44461,8.9,/ban-nha-biet-thu-lien-ke-khu-do-thi-van-phuc-city,325,277,SG,71,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Diamond Lotus Lake View,Project Name - HCM,/ban-can-ho-chung-cu-diamond-lotus-lake-view,3.691316376,0.689383071,44461,1.836538462,/ban-can-ho-chung-cu-diamond-lotus-lake-view,324,275,SG,70,,non-detect,chung cư,non_detect,khong_gia,HCM,1
chung cư Cần Thơ,Property Type + Location,/ban-can-ho-chung-cu-can-tho,3.682337213,0.689565539,44461,1.932692308,/ban-can-ho-chung-cu-can-tho,324,275,CT,,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
c1 thành công,Project Name - Hanoi,/ban-can-ho-chung-cu-chung-cu-c1-thanh-cong,3.67922416,0.689747853,44461,1,/ban-can-ho-chung-cu-chung-cu-c1-thanh-cong,324,275,HN,2,,non-detect,chung cư,non_detect,khong_gia,HN,1
hoàng cầu skyline,Project Name - Hanoi,/ban-can-ho-chung-cu-hoang-cau-skyline,3.67922416,0.689930167,44461,1,/ban-can-ho-chung-cu-hoang-cau-skyline,324,275,HN,3,,non-detect,chung cư,non_detect,khong_gia,HN,1
petroland quận 2,Project Name - HCM,/ban-can-ho-chung-cu-chung-cu-petroland-quan-2,3.67922416,0.690112481,44461,1,/ban-can-ho-chung-cu-chung-cu-petroland-quan-2,324,275,SG,54,,non-detect,chung cư,quan,khong_gia,HCM,1
sudico mỹ đình,Project Name - Hanoi,/ban-can-ho-chung-cu-khu-do-thi-my-dinh-song-da-sudico,3.67922416,0.690294795,44461,1,/ban-can-ho-chung-cu-khu-do-thi-my-dinh-song-da-sudico,324,275,HN,14,,non-detect,chung cư,non_detect,khong_gia,HN,1
đất Cần Giuộc,Property Type + Location,/ban-dat-can-giuoc-la,3.676876172,0.690476992,44461,1.019230769,/ban-dat-can-giuoc-la,,,,,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
giá căn hộ landmark 81,Property Type + Price,"/ban-can-ho-chung-cu-the-landmark-81-vinhomes-central-park#:~:text=B%C3%A1n%20c%C4%83n%20h%E1%BB%99%20chung%20c%C6%B0%20t%E1%BA%A1i%20The%20Landmark%2081%20%2D%201PN,7%20t%E1%BB%B7%20%2D%204PN%2019%20t%E1%BB%B7",3.6729493,0.690658995,44370,1,,,,,,,non-detect,chung cư,non_detect,co_gia,Others/non-detect,1
chung cư quận 2 dưới 2 tỷ,Property Type + Price,/ban-can-ho-chung-cu-quan-2/gia-tu-1-ty-den-2-ty-2pn,3.6729493,0.690840998,44328,1,/ban-can-ho-chung-cu-quan-2/gia-tu-1-ty-den-2-ty-2pn,324,275,SG,54,,non-detect,chung cư,quan,khong_gia,Others/non-detect,1
Tiến Lộc Garden,Project Name - Other Cities,/ban-dat-nen-du-an-tien-loc-garden,3.671625421,0.691022936,44461,2.692307692,/ban-dat-nen-du-an-tien-loc-garden,40,279,DNA,239,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Bán nhà Hai Bà Trưng,For sale - HN;For sale - Street;For Sale - Key District,/ban-nha-rieng-hai-ba-trung,3.670913025,0.691204838,44461,1,/ban-nha-rieng-hai-ba-trung,41,276,HN,4,,For Sale,nha_general,quan,khong_gia,HN,1
Bán đất Gò Vấp,For sale - HCM;For Sale - Key District,/ban-dat-go-vap,3.670913025,0.69138674,44461,1,/ban-dat-go-vap,,,,,,For Sale,dat,quan,khong_gia,HCM,1
Bán đất Long Khánh,For Sale - Key District,/ban-dat-long-khanh-dna,3.670913025,0.691568642,44461,1,/ban-dat-long-khanh-dna,283,280,DNA,246,,For Sale,dat,quan,khong_gia,Others/non-detect,1
Bán đất Ngũ Hành Sơn,For Sale - Key District,/ban-dat-ngu-hanh-son-ddn,3.670913025,0.691750544,44461,1,/ban-dat-ngu-hanh-son-ddn,283,280,DDN,48,,For Sale,dat,quan,khong_gia,Others/non-detect,1
Bán đất Thanh Hóa,For Sale - City,/nha-dat-ban-thanh-hoa,3.670913025,0.691932446,44461,1,/nha-dat-ban-thanh-hoa,,86,TH,,,For Sale,dat,Province,khong_gia,Others/non-detect,1
Bán đất Thái Nguyên,For Sale - City,/nha-dat-ban-thai-nguyen,3.670913025,0.692114348,44461,1,/nha-dat-ban-thai-nguyen,,86,TN,,,For Sale,dat,Province,khong_gia,Others/non-detect,1
Cho thuê nhà riêng,For Rent - General,/cho-thue-nha-rieng-ha-noi,3.670913025,0.69229625,44461,1.105769231,/cho-thue-nha-rieng-ha-noi,52,286,HN,,,For Rent,nhà riêng,non_detect,khong_gia,Others/non-detect,1
Chung cư 183 Hoàng Văn Thái,Project Name - Hanoi,/ban-can-ho-chung-cu-chung-cu-183-hoang-van-thai,3.670913025,0.692478153,44461,1,/ban-can-ho-chung-cu-chung-cu-183-hoang-van-thai,324,275,HN,5,,non-detect,chung cư,non_detect,khong_gia,HN,1
Chung cư 536A Minh Khai,Project Name - Hanoi,/ban-can-ho-chung-cu-chung-cu-536a-minh-khai,3.670913025,0.692660055,44461,1,/ban-can-ho-chung-cu-chung-cu-536a-minh-khai,324,275,HN,4,,non-detect,chung cư,non_detect,khong_gia,HN,1
Chung cư C13 Bộ Quốc Phòng,Project Name - Hanoi,/ban-can-ho-chung-cu-chung-cu-c13-bo-quoc-phong,3.670913025,0.692841957,44461,1,/ban-can-ho-chung-cu-chung-cu-c13-bo-quoc-phong,324,275,HN,5,,non-detect,chung cư,non_detect,khong_gia,HN,1
Chung cư PCC1 Triều Khúc,-,/ban-can-ho-chung-cu-chung-cu-pcc1-trieu-khuc,3.670913025,0.693023859,44461,1,/ban-can-ho-chung-cu-chung-cu-pcc1-trieu-khuc,324,275,HN,5,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Chung cư Petroland Quận 2,Project Name - HCM,/ban-can-ho-chung-cu-chung-cu-petroland-quan-2,3.670913025,0.693205761,44461,1,/ban-can-ho-chung-cu-chung-cu-petroland-quan-2,324,275,SG,54,,non-detect,chung cư,quan,khong_gia,HCM,1
Hoàng Anh Gia Lai 1,Project Name - HCM,/ban-can-ho-chung-cu-hoang-anh-gia-lai-1,3.670913025,0.693387663,44461,1,/ban-can-ho-chung-cu-hoang-anh-gia-lai-1,324,275,SG,59,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Nhà đất Bà Rịa Vũng Tàu,Property Type + Location,/nha-dat-ban-ba-ria-vung-tau,3.670913025,0.693569565,44461,1,/nha-dat-ban-ba-ria-vung-tau,,,,,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Nhà đất Hưng Yên,Property Type + Location,/ban-dat-hung-yen,3.670913025,0.693751467,44461,1,/ban-dat-hung-yen,283,280,HY,,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Nhà đất Sóc Sơn,For sale - HN;For Sale - Key District;Property Type + Location,/nha-dat-ban-soc-son,3.670913025,0.693933369,44461,1,/nha-dat-ban-soc-son,,86,HN,12,,non-detect,nha_general,quan,khong_gia,HN,1
The Golden An Khánh,Project Name - Hanoi,/ban-can-ho-chung-cu-the-golden-an-khanh,3.670913025,0.694115271,44461,1,/ban-can-ho-chung-cu-the-golden-an-khanh,324,275,HN,21,,non-detect,chung cư,non_detect,khong_gia,HN,1
chung cư Hải Phòng,Property Type + Location,/ban-can-ho-chung-cu-hai-phong,3.670913025,0.694297173,44461,1,/ban-can-ho-chung-cu-hai-phong,324,275,HP,,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
chung cư Quy Nhơn,Property Type + Location,/ban-can-ho-chung-cu-quy-nhon-bdd,3.670913025,0.694479076,44461,1,/ban-can-ho-chung-cu-quy-nhon-bdd,324,275,BDD,155,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
chung cư Tây Hồ,Property Type + Location,/ban-can-ho-chung-cu-tay-ho,3.670913025,0.694660978,44461,1,/ban-can-ho-chung-cu-tay-ho,,,,,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
đất Ngũ Hành Sơn,Property Type + Location,/ban-dat-ngu-hanh-son-ddn,3.670913025,0.69484288,44461,1,/ban-dat-ngu-hanh-son-ddn,283,280,DDN,48,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
đất nền Bắc Ninh,Property Type + Location,/ban-dat-nen-du-an-bac-ninh,3.670913025,0.695024782,44461,1,/ban-dat-nen-du-an-bac-ninh,,,,,,non-detect,dat_nen,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
đất nền Đà Lạt,Property Type + Location,/ban-dat-nen-du-an-da-lat-ldd,3.670873098,0.695206682,44461,1,/ban-dat-nen-du-an-da-lat-ldd,40,279,LDD,391,,non-detect,dat_nen,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
bán nhà bồ đề,For sale - HN;For sale - Street,/ban-nha-rieng-phuong-bo-de,3.670647424,0.695388571,44461,1,/ban-nha-rieng-phuong-bo-de,41,276,HN,9,9376,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà hoàng cầu,For sale - HN;For sale - Street,/ban-nha-rieng-pho-hoang-cau-3,3.670647424,0.69557046,44461,1,/ban-nha-rieng-pho-hoang-cau-3,41,276,HN,3,,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà hoàng văn thái,For sale - HN;For sale - Street,/ban-nha-rieng-duong-hoang-van-thai-5,3.670647424,0.695752349,44461,1,/ban-nha-rieng-duong-hoang-van-thai-5,41,276,HN,5,,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà khương trung,For sale - HN;For sale - Street,/ban-nha-rieng-phuong-khuong-trung,3.670647424,0.695934238,44461,1,/ban-nha-rieng-phuong-khuong-trung,41,276,HN,5,13,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà lĩnh nam,For sale - HN;For sale - Street,/ban-nha-rieng-phuong-linh-nam,3.670647424,0.696116127,44461,1,/ban-nha-rieng-phuong-linh-nam,,,,,,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà lạc long quân,For sale - HN;For sale - Street,/ban-nha-rieng-duong-lac-long-quan-6,3.670647424,0.696298015,44461,1,/ban-nha-rieng-duong-lac-long-quan-6,41,276,HN,6,,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà mậu lương,For sale - HN;For sale - Street,/ban-nha-rieng-duong-mau-luong-15,3.670647424,0.696479904,44461,1,/ban-nha-rieng-duong-mau-luong-15,41,276,HN,15,,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà mặt phố nguyễn thị định,For sale - HN;For sale - Street,/ban-nha-mat-pho-duong-nguyen-thi-dinh-7,3.670647424,0.696661793,44461,1,/ban-nha-mat-pho-duong-nguyen-thi-dinh-7,163,278,HN,7,,For Sale,nhà mặt phố,duong,khong_gia,HN,1
bán nhà mặt phố xã đàn,For sale - HN;For sale - Street,/ban-nha-mat-pho-pho-xa-dan-3,3.670647424,0.696843682,44461,1,/ban-nha-mat-pho-pho-xa-dan-3,163,278,HN,3,,For Sale,nhà mặt phố,phuong xa,khong_gia,HN,1
bán nhà mỗ lao,For sale - HN;For sale - Street,/ban-nha-rieng-phuong-mo-lao,3.670647424,0.697025571,44461,1,/ban-nha-rieng-phuong-mo-lao,41,276,HN,15,,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà triều khúc,For sale - HN;For sale - Street,/ban-nha-rieng-duong-trieu-khuc-5,3.670647424,0.69720746,44461,1,/ban-nha-rieng-duong-trieu-khuc-5,41,276,HN,5,,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà trung kính,For sale - HN;For sale - Street,/ban-nha-rieng-pho-trung-kinh-7,3.670647424,0.697389349,44461,1,/ban-nha-rieng-pho-trung-kinh-7,41,276,HN,7,,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà tân mai,For sale - HN;For sale - Street;For Sale - Key Ward,/ban-nha-rieng-phuong-tan-mai-2,3.670647424,0.697571238,44461,1,/ban-nha-rieng-phuong-tan-mai-2,41,276,HN,8,9517,For Sale,nha_general,phuong xa,khong_gia,HN,1
bán nhà tập thể nghĩa tân,For sale - HN;For sale - Street,/ban-can-ho-chung-cu-phuong-nghia-tan-3,3.670647424,0.697753127,44461,1,/ban-can-ho-chung-cu-phuong-nghia-tan-3,,,,,,For Sale,nha_general,duong,khong_gia,HN,1
bán nhà xuân la,For sale - HN;For sale - Street,/ban-nha-rieng-phuong-xuan-la,3.670647424,0.697935016,44461,1,/ban-nha-rieng-phuong-xuan-la,,,,,,For Sale,nha_general,duong,khong_gia,HN,1
Nhà đất Hoàng Mai,For sale - HN;For Sale - Key District;Property Type + Location,/ban-nha-rieng-hoang-mai,3.670366707,0.698116891,44461,1.158536585,/ban-nha-rieng-hoang-mai,,,,,,non-detect,nha_general,quan,khong_gia,HN,1
FLC Green Apartment,Project Name - Hanoi,/ban-can-ho-chung-cu-flc-green-apartment,3.67014407,0.698298755,44461,1.048076923,/ban-can-ho-chung-cu-flc-green-apartment,324,275,null,,,non-detect,chung cư,non_detect,khong_gia,HN,1
Thành Phố Mới Bình Dương,-,/ban-dat-nen-du-an-duong-pham-ngoc-thach-phuong-phu-my-prj-thanh-pho-moi-binh-duong/-trung-tam-hanh-chinh-mat-tien-512-giuong-lh-0963112837-pr18524414,3.668775,0.698480551,44349,15,/ban-dat-nen-du-an-duong-pham-ngoc-thach-phuong-phu-my-prj-thanh-pho-moi-binh-duong/-trung-tam-hanh-chinh-mat-tien-512-giuong-lh-0963112837-pr18524414,40,227,BD,163,967,non-detect,"nghi duong, trang trai, khac",location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Khu dân cư Nam Tân Uyên,Project Name - Other Cities,/ban-dat-nen-du-an-khu-dan-cu-nam-tan-uyen,3.655815232,0.698661705,44461,1.009708738,/ban-dat-nen-du-an-khu-dan-cu-nam-tan-uyen,40,279,BD,160,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Vinpearl Nam Hội An,-,/ban-nha-biet-thu-lien-ke-vinpearl-nam-hoi-an,3.65485201,0.698842811,44454,34.01052632,/ban-nha-biet-thu-lien-ke-vinpearl-nam-hoi-an,325,277,QNA,516,,non-detect,"nghi duong, trang trai, khac",location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
30 phạm văn đồng,Project Name - Hanoi,/ban-can-ho-chung-cu-chung-cu-30-pham-van-dong,3.65177204,0.699023765,44461,1,/ban-can-ho-chung-cu-chung-cu-30-pham-van-dong,324,275,HN,7,,non-detect,chung cư,non_detect,khong_gia,HN,1
biệt thự hà nội,Property Type + Location,/ban-nha-biet-thu-lien-ke-ha-noi,3.65177204,0.699204718,44461,1,/ban-nha-biet-thu-lien-ke-ha-noi,,,,,,non-detect,Biet thu,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
bán chung cư hà nội,For Sale - City,/ban-can-ho-chung-cu-ha-noi,3.65177204,0.699385672,44461,1,/ban-can-ho-chung-cu-ha-noi,,,,,,For Sale,chung cư,Province,khong_gia,Others/non-detect,1
bán nhà phú lợi,For Sale - Key Ward,/ban-nha-rieng-phuong-phu-loi,3.65177204,0.699566626,44461,1,/ban-nha-rieng-phuong-phu-loi,41,276,BD,163,966,For Sale,nha_general,phuong xa,khong_gia,Others/non-detect,1
bán nhà đất hà nội,For Sale - City,/nha-dat-ban-ha-noi,3.65177204,0.699747579,44461,1,/nha-dat-ban-ha-noi,,,,,,For Sale,nha_general,Province,khong_gia,Others/non-detect,1
chung cư d2 giảng võ,Project Name - Hanoi,/ban-can-ho-chung-cu-chung-cu-d2-giang-vo,3.65177204,0.699928533,44461,1,/ban-can-ho-chung-cu-chung-cu-d2-giang-vo,324,275,HN,2,,non-detect,chung cư,non_detect,khong_gia,HN,1
chung cư sky light,Project Name - Hanoi,/ban-can-ho-chung-cu-sky-light,3.65177204,0.700109486,44461,1,/ban-can-ho-chung-cu-sky-light,324,275,HN,4,,non-detect,chung cư,non_detect,khong_gia,HN,1
chung cư the legacy,Project Name - Hanoi,/ban-can-ho-chung-cu-chung-cu-the-legacy,3.65177204,0.70029044,44461,1,/ban-can-ho-chung-cu-chung-cu-the-legacy,324,275,HN,5,,non-detect,chung cư,non_detect,khong_gia,HN,1
ct5 ct6 lê đức thọ,Project Name - Hanoi,/ban-can-ho-chung-cu-chung-cu-ct5-ct6-le-duc-tho,3.65177204,0.700471394,44461,1,/ban-can-ho-chung-cu-chung-cu-ct5-ct6-le-duc-tho,324,275,HN,14,,non-detect,chung cư,non_detect,khong_gia,HN,1
căn hộ i park an sương,Project Name - HCM,/ban-can-ho-chung-cu-can-ho-i-park-an-suong,3.65177204,0.700652347,44461,1,/ban-can-ho-chung-cu-can-ho-i-park-an-suong,324,275,SG,64,,non-detect,chung cư,non_detect,khong_gia,HCM,1
căn hộ precia quận 2,Project Name - HCM,/ban-can-ho-chung-cu-can-ho-precia-quan-2,3.65177204,0.700833301,44461,1,/ban-can-ho-chung-cu-can-ho-precia-quan-2,324,275,SG,54,,non-detect,chung cư,quan,khong_gia,HCM,1
nhà mặt phố hà nội,Property Type + Location,/ban-nha-mat-pho-ha-noi,3.65177204,0.701014254,44461,1,/ban-nha-mat-pho-ha-noi,,,,,,non-detect,nhà mặt phố,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
đất nền hà nội,Property Type + Location,/ban-dat-nen-du-an-ha-noi,3.65177204,0.701195208,44461,1,/ban-dat-nen-du-an-ha-noi,,,,,,non-detect,dat_nen,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Mua nhà Sài Gòn,For Sale - City,/ban-nha-rieng-tp-hcm,3.651427239,0.701376145,44461,1.341463415,/ban-nha-rieng-tp-hcm,,,,,,For Sale,nha_general,Province,khong_gia,Others/non-detect,1
Hoàng Anh Gia Lai 2,Project Name - HCM,/ban-can-ho-chung-cu-hoang-anh-gia-lai-2,3.64104694,0.701556567,44461,1.019230769,/ban-can-ho-chung-cu-hoang-anh-gia-lai-2,324,275,SG,59,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Thuê chung cư Quận 4,For rent - HCM;For Rent - Key District,/cho-thue-can-ho-chung-cu-quan-4,3.637748485,0.701736825,44461,1.442307692,/cho-thue-can-ho-chung-cu-quan-4,326,285,SG,56,,For Rent,chung cư,quan,khong_gia,HCM,1
Chung cư Bình Minh,Project Name - HCM;Property Type + Location,/ban-can-ho-chung-cu-chung-cu-binh-minh,3.626527009,0.701916528,44461,1.038461538,/ban-can-ho-chung-cu-chung-cu-binh-minh,324,275,SG,54,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,HCM,1
Chung cư Mường Thanh Gò Vấp,Project Name - HCM,/ban-can-ho-chung-cu-chung-cu-muong-thanh-go-vap,3.623346944,0.702096073,44461,3.240384615,/ban-can-ho-chung-cu-chung-cu-muong-thanh-go-vap,324,275,SG,67,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Heaven Riverview,Project Name - HCM,/ban-can-ho-chung-cu-heaven-riverview,3.621646879,0.702275534,44461,1,/ban-can-ho-chung-cu-heaven-riverview,324,275,SG,60,,non-detect,chung cư,non_detect,khong_gia,HCM,1
New Skyline,Project Name - Hanoi,/ban-can-ho-chung-cu-new-skyline,3.621646879,0.702454995,44461,1,/ban-can-ho-chung-cu-new-skyline,324,275,HN,15,,non-detect,chung cư,non_detect,khong_gia,HN,1
Osimi Tower,Project Name - HCM,/ban-can-ho-chung-cu-osimi-tower,3.621646879,0.702634456,44461,1,/ban-can-ho-chung-cu-osimi-tower,324,275,SG,67,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Topia Garden,Project Name - HCM,/ban-dat-nen-du-an-topia-garden,3.621646879,0.702813917,44461,1,/ban-dat-nen-du-an-topia-garden,40,279,SG,61,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Ruby Garden,Project Name - HCM,/ban-can-ho-chung-cu-ruby-garden,3.621624567,0.702993376,44461,1,/ban-can-ho-chung-cu-ruby-garden,324,275,SG,69,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Smile Building,Project Name - Hanoi,/ban-can-ho-chung-cu-smile-building,3.621624567,0.703172836,44461,1,/ban-can-ho-chung-cu-smile-building,324,275,HN,8,,non-detect,chung cư,non_detect,khong_gia,HN,1
nhà Bình Tân,Property Type + Location,/nha-dat-ban-binh-tan,3.617973599,0.703352115,44461,1.764705882,/nha-dat-ban-binh-tan,,86,SG,65,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Sài Gòn Village,Project Name - Other Cities,/ban-dat-nen-du-an-sai-gon-village,3.613769192,0.703531185,44461,1.432692308,/ban-dat-nen-du-an-sai-gon-village,40,279,LA,417,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Bán đất Thái Bình,For Sale - City,/ban-dat-thai-binh,3.611593966,0.703710148,44461,1.038461538,/ban-dat-thai-binh,283,280,TB,,,For Sale,dat,Province,khong_gia,Others/non-detect,1
vinhomes the harmony,Project Name - Hanoi,/ban-nha-biet-thu-lien-ke-vinhomes-the-harmony,3.611334916,0.703889098,44461,1.795918367,/ban-nha-biet-thu-lien-ke-vinhomes-the-harmony,325,277,HN,9,,non-detect,chung cư,non_detect,khong_gia,HN,1
Thuê chung cư Cầu Giấy,For rent - HN;For Rent - Key District,/cho-thue-can-ho-chung-cu-cau-giay,3.611180856,0.70406804,44461,1.038461538,/cho-thue-can-ho-chung-cu-cau-giay,,,,,,For Rent,chung cư,quan,khong_gia,HN,1
Khu đô thị Mễ Trì Hạ,Project Name - Hanoi,/khu-do-thi-me-tri-ha-pj34,3.609125886,0.704246881,44426,1.410958904,,,,,,,non-detect,chung cư,non_detect,khong_gia,HN,1
việt úc varea,Project Name - Other Cities,/ban-dat-nen-du-an-vietuc-varea,3.60186703,0.704425361,44461,4.5,/ban-dat-nen-du-an-vietuc-varea,40,279,LA,415,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
euro village,Project Name - Other Cities,/ban-nha-biet-thu-lien-ke-lang-chau-au-euro-village,3.60004454,0.704603752,44461,1,/ban-nha-biet-thu-lien-ke-lang-chau-au-euro-village,325,277,DDN,49,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
park legend,Project Name - HCM,/ban-can-ho-chung-cu-park-legend,3.60004454,0.704782142,44461,1,/ban-can-ho-chung-cu-park-legend,324,275,SG,69,,non-detect,chung cư,non_detect,khong_gia,HCM,1
riviera cove,Project Name - HCM,/ban-nha-biet-thu-lien-ke-riviera-cove,3.60004454,0.704960532,44461,1,/ban-nha-biet-thu-lien-ke-riviera-cove,325,277,SG,61,,non-detect,chung cư,non_detect,khong_gia,HCM,1
sadora apartment,Project Name - HCM,/ban-can-ho-chung-cu-sadora-apartment,3.60004454,0.705138923,44461,1,/ban-can-ho-chung-cu-sadora-apartment,324,275,SG,54,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Nhà đất Thủ Dầu Một,For Sale - Key District;Property Type + Location,/nha-dat-ban-thu-dau-mot-bd,3.596247813,0.705317125,44461,1.048076923,/nha-dat-ban-thu-dau-mot-bd,,86,BD,163,,non-detect,nha_general,quan,khong_gia,Others/non-detect,1
chung cư Hạ Long,Property Type + Location,/ban-can-ho-chung-cu-ha-long-qni,3.596247813,0.705495327,44461,1.048076923,/ban-can-ho-chung-cu-ha-long-qni,324,275,QNI,546,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
căn hộ Tân Phú,Property Type + Location,/ban-can-ho-chung-cu-tan-phu,3.596247813,0.70567353,44461,1.048076923,/ban-can-ho-chung-cu-tan-phu,,,,,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Thuê nhà Bình Thạnh,For rent - HCM;For Rent - Key District,/cho-thue-nha-tro-phong-tro-binh-thanh,3.594947538,0.705851667,44461,2.740384615,/cho-thue-nha-tro-phong-tro-binh-thanh,57,288,SG,66,,For Rent,nha_general,quan,khong_gia,HCM,1
The Era Town,Project Name - HCM,/ban-can-ho-chung-cu-the-era-town,3.591330515,0.706029626,44461,1.057692308,/ban-can-ho-chung-cu-the-era-town,324,275,SG,59,,non-detect,chung cư,non_detect,khong_gia,HCM,1
