keyword,keyword_group,url,estimated_daily_traffic,coverage traffic,latest_date,avg_rank,pagepath,custom_page_cate_id,custom_page_page_id,custom_page_province_id,custom_page_district_id,custom_page_ward_id,type,Cateype,search_by_location,include_gia,region,dup_check
Bán nhà riêng Trà Vinh,For Sale - City,/ban-nha-rieng-tra-vinh,2.394930923,0.774539688,44461,1.013333333,/ban-nha-rieng-tra-vinh,41,276,TV,,,For Sale,nhà riêng,Province,khong_gia,Others/non-detect,1
Nhà đất Cần Giuộc,Property Type + Location,/ban-dat-can-giuoc-la,2.393702764,0.774658301,44461,1.019607843,/ban-dat-can-giuoc-la,,,,,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
căn hộ Hóc Môn,Property Type + Location,/ban-can-ho-chung-cu-hoc-mon,2.389437077,0.774776703,44461,1.019230769,/ban-can-ho-chung-cu-hoc-mon,324,275,SG,75,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Chung cư Khánh Hội 3,Project Name - HCM,/ban-can-ho-chung-cu-chung-cu-khanh-hoi-3,2.389233816,0.774895095,44461,1.019417476,/ban-can-ho-chung-cu-chung-cu-khanh-hoi-3,,,,,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Nhà đất Từ Sơn,Property Type + Location,/nha-dat-ban-tu-son-bn,2.389026569,0.775013477,44461,1.019607843,/nha-dat-ban-tu-son-bn,,,,,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Nhà đất Tiền Giang,Property Type + Location,/nha-dat-ban-tien-giang,2.388231604,0.775131819,44461,1.548076923,/nha-dat-ban-tien-giang,,86,TG,,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Nhà đất Yên Bái,Property Type + Location,/nha-dat-ban-yen-bai,2.384223536,0.775249963,44461,1.038461538,/nha-dat-ban-yen-bai,,86,YB,,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
giá đất quận 12,Property Type + Price,/ban-dat-quan-12,2.378203029,0.775367808,44461,2.673076923,/ban-dat-quan-12,283,280,SG,64,,non-detect,dat,quan,co_gia,Others/non-detect,1
đất Hải Dương,Property Type + Location,/nha-dat-ban-hai-duong,2.378079073,0.775485648,44461,1.519230769,/nha-dat-ban-hai-duong,,86,HD,,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
T&T Riverview,Project Name - Hanoi,/ban-can-ho-chung-cu-t-t-riverview,2.376705858,0.775603419,44461,1,/ban-can-ho-chung-cu-t-t-riverview,324,275,HN,8,,non-detect,chung cư,non_detect,khong_gia,HN,1
The ParkLand,Project Name - HCM,/ban-can-ho-chung-cu-the-parkland,2.376705858,0.77572119,44461,1,/ban-can-ho-chung-cu-the-parkland,324,275,SG,64,,non-detect,chung cư,non_detect,khong_gia,HCM,1
chung cư Gia Lâm,Property Type + Location,/ban-can-ho-chung-cu-gia-lam,2.369837458,0.775838621,44461,1.038461538,/ban-can-ho-chung-cu-gia-lam,324,275,HN,11,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
căn hộ Quy Nhơn,Property Type + Location,/ban-can-ho-chung-cu-quy-nhon-bdd,2.369837458,0.775956052,44461,1.038461538,/ban-can-ho-chung-cu-quy-nhon-bdd,324,275,BDD,155,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Thuê nhà Quận 3,For rent - HCM;For Rent - Key District,/cho-thue-nha-rieng-quan-3,2.369158563,0.776073449,44461,2.211538462,/cho-thue-nha-rieng-quan-3,52,286,SG,55,,For Rent,nha_general,quan,khong_gia,HCM,1
Lakeview Bình Dương,Project Name - Other Cities,/ban-dat-nen-du-an-lakeview-binh-duong,2.368938355,0.776190835,44461,1.048076923,/ban-dat-nen-du-an-lakeview-binh-duong,40,279,BD,730,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
đất nền Biên Hòa,Property Type + Location,/ban-dat-nen-du-an-bien-hoa-dna,2.368779934,0.776308214,44461,1.04,/ban-dat-nen-du-an-bien-hoa-dna,,,,,,non-detect,dat_nen,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Khu đô thị Cát Lái,Project Name - HCM,/ban-dat-nen-du-an-khu-do-thi-cat-lai,2.368730489,0.77642559,44461,1.5,/ban-dat-nen-du-an-khu-do-thi-cat-lai,40,279,SG,54,,non-detect,chung cư,non_detect,khong_gia,HCM,1
The Avila,Project Name - HCM,/ban-can-ho-chung-cu-the-avila,2.363591985,0.776542711,44461,1.009615385,/ban-can-ho-chung-cu-the-avila,324,275,SG,60,,non-detect,chung cư,non_detect,khong_gia,HCM,1
hateco apollo,Project Name - Hanoi,/ban-can-ho-chung-cu-hateco-apollo,2.36252932,0.77665978,44461,1,/ban-can-ho-chung-cu-hateco-apollo,324,275,HN,14,,non-detect,chung cư,non_detect,khong_gia,HN,1
Park View,Project Name - Hanoi;Project Name - HCM,/ban-can-ho-chung-cu-park-view-apartment,2.361569493,0.776776801,44461,3.963414634,/ban-can-ho-chung-cu-park-view-apartment,324,275,BD,161,,non-detect,chung cư,non_detect,khong_gia,HCM,1
bán nhà nguyễn chí thanh,For sale - HN;For sale - Street,/ban-nha-rieng-duong-nguyen-chi-thanh-3,2.353472167,0.776893421,44461,1.054347826,/ban-nha-rieng-duong-nguyen-chi-thanh-3,41,276,HN,3,,For Sale,nha_general,duong,khong_gia,HN,1
ban can ho,For Sale - General,/ban-can-ho-chung-cu-tp-hcm,2.352993013,0.777010017,44461,1.644230769,/ban-can-ho-chung-cu-tp-hcm,324,227,SG,60,8783,non-detect,"nghi duong, trang trai, khac",location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
chung cư Đông Anh,Property Type + Location,/ban-can-ho-chung-cu-dong-anh,2.350237838,0.777126476,44461,1.057692308,/ban-can-ho-chung-cu-dong-anh,324,275,HN,10,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Nhà đất Cẩm Phả,Property Type + Location,/nha-dat-ban-cam-pha-qni,2.348419145,0.777242846,44461,1.068627451,/nha-dat-ban-cam-pha-qni,,86,QNI,547,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Masteri Parkland,Project Name - HCM,/ban-can-ho-chung-cu-masteri-parkland,2.341161386,0.777358856,44181,4.5,,,,,,,non-detect,chung cư,non_detect,khong_gia,HCM,1
nhà Đà Nẵng,Property Type + Location,/nha-dat-ban-da-nang,2.339687587,0.777474793,44461,2.75,/nha-dat-ban-da-nang,,86,DDN,,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
HQC Plaza,Project Name - HCM,/ban-can-ho-chung-cu-hqc-plaza,2.333996578,0.777590447,44461,1.153846154,/ban-can-ho-chung-cu-hqc-plaza,324,275,SG,72,,non-detect,chung cư,non_detect,khong_gia,HCM,1
căn hộ Biên Hòa,Property Type + Location,/ban-can-ho-chung-cu-bien-hoa-dna,2.330909324,0.777705949,44461,1.076923077,/ban-can-ho-chung-cu-bien-hoa-dna,324,275,DNA,245,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
bán nhà giá rẻ,For Sale - General,/nha-dat-ban-tp-hcm,2.328153981,0.777821315,44461,2.526315789,/nha-dat-ban-tp-hcm,,,,,,For Sale,nha_general,non_detect,co_gia,Others/non-detect,1
InterContinental Phú Quốc,-,/ban-can-ho-chung-cu-intercontinental-phu-quoc,2.323154317,0.777936432,44461,20.46601942,/ban-can-ho-chung-cu-intercontinental-phu-quoc,324,275,KG,360,,non-detect,"nghi duong, trang trai, khac",location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Thuê phòng trọ Quận 3,For rent - HCM;For Rent - Key District,/cho-thue-nha-tro-phong-tro-quan-3,2.321472069,0.778051466,44461,2.259615385,/cho-thue-nha-tro-phong-tro-quan-3,57,288,SG,55,,For Rent,Phòng trọ,quan,khong_gia,HCM,1
ascent lakeside,Project Name - HCM,/ban-can-ho-chung-cu-ascent-lakeside,2.31752964,0.778166305,44461,1.9,/ban-can-ho-chung-cu-ascent-lakeside,324,275,SG,59,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Fusion Suites Vũng Tàu,-,/ban-can-ho-chung-cu-fusion-suites-vung-tau,2.315263733,0.778281032,44461,21.16666667,/ban-can-ho-chung-cu-fusion-suites-vung-tau,324,275,VT,102,,non-detect,"nghi duong, trang trai, khac",location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Căn hộ Cosmo City,Project Name - HCM,/ban-can-ho-chung-cu-can-ho-cosmo-city,2.3110386,0.778395549,44461,1.096153846,/ban-can-ho-chung-cu-can-ho-cosmo-city,324,275,SG,59,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Khu đô thị mới Cầu Bươu,Project Name - Hanoi,/ban-nha-biet-thu-lien-ke-khu-do-thi-moi-cau-buou,2.3110386,0.778510066,44461,1.221153846,/ban-nha-biet-thu-lien-ke-khu-do-thi-moi-cau-buou,325,277,HN,13,,non-detect,chung cư,non_detect,khong_gia,HN,1
Risemount Apartment Đà Nẵng,Project Name - Other Cities,/ban-can-ho-chung-cu-risemount-apartment-da-nang,2.308683094,0.778624467,44461,1.730769231,/ban-can-ho-chung-cu-risemount-apartment-da-nang,324,275,DDN,46,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Hưng Vượng 1,Project Name - HCM,/ban-can-ho-chung-cu-hung-vuong-1,2.308299898,0.778738848,44461,1.096153846,/ban-can-ho-chung-cu-hung-vuong-1,324,275,SG,59,,non-detect,chung cư,non_detect,khong_gia,HCM,1
đất Quảng Nam,Property Type + Location,/ban-dat-quang-nam,2.308299898,0.77885323,44461,1.096153846,/ban-dat-quang-nam,283,280,QNA,,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Khu đô thị Vĩnh Hoàng,Project Name - Hanoi,/can-ho-chung-cu-hoang-mai/khu-do-thi-vinh-hoang-pj654,2.308291226,0.778967611,44461,1.594339623,/can-ho-chung-cu-hoang-mai/khu-do-thi-vinh-hoang-pj654,,0,null,,,non-detect,chung cư,non_detect,khong_gia,HN,1
FLC Premier Park Đại Mỗ,Project Name - Hanoi,/ban-nha-biet-thu-lien-ke-flc-premier-park-dai-mo,2.307350949,0.779081945,44286,1.981132075,/ban-nha-biet-thu-lien-ke-flc-premier-park-dai-mo,325,277,null,,,non-detect,chung cư,non_detect,khong_gia,HN,1
chung cư Hồ Chí Minh,Property Type + Location,/ban-can-ho-chung-cu-tp-hcm,2.305825059,0.779196204,44461,1.105769231,/ban-can-ho-chung-cu-tp-hcm,324,227,SG,60,8783,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Green Pearl 378 Minh Khai,Project Name - Hanoi,/ban-can-ho-chung-cu-green-pearl-378-minh-khai,2.303943239,0.77931037,44461,1.134615385,/ban-can-ho-chung-cu-green-pearl-378-minh-khai,,,,,,non-detect,chung cư,non_detect,khong_gia,HN,1
Screc Tower,Project Name - HCM,/ban-can-ho-chung-cu-screc-tower,2.298562809,0.779424269,44461,1.057692308,/ban-can-ho-chung-cu-screc-tower,324,275,SG,55,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Nest Home,Project Name - Other Cities,/ban-can-ho-chung-cu-nest-home,2.298022619,0.779538141,44461,1.057692308,/ban-can-ho-chung-cu-nest-home,324,275,DDN,49,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Ruby Land,Project Name - HCM,/ban-can-ho-chung-cu-ruby-land,2.298022619,0.779652013,44461,1.057692308,/ban-can-ho-chung-cu-ruby-land,324,275,SG,70,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Nhà đất Hậu Giang,Property Type + Location,/nha-dat-ban-hau-giang,2.295040782,0.779765738,44461,2.903846154,/nha-dat-ban-hau-giang,,86,HGI,,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Xuân Mai Tower,Project Name - Other Cities,/tags/ban/ban-chung-cu-xuan-mai-tower-ha-dong,2.294802552,0.779879451,44461,1.144230769,/tags/ban/ban-chung-cu-xuan-mai-tower-ha-dong,,541,null,,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Bán đất Cà Mau,For Sale - City,/nha-dat-ban-ca-mau,2.294724451,0.779993159,44461,2.230769231,/nha-dat-ban-ca-mau,,86,CM,,,For Sale,dat,Province,khong_gia,Others/non-detect,1
310 minh khai,Project Name - Hanoi,/ban-can-ho-chung-cu-to-hop-310-minh-khai,2.29364754,0.780106815,44461,1.1,/ban-can-ho-chung-cu-to-hop-310-minh-khai,324,275,HN,4,,non-detect,chung cư,non_detect,khong_gia,HN,1
vsip 1,Project Name - Other Cities,/khu-cong-nghiep-thuan-an-bd/vsip-i-binh-duong-pj1337,2.291865786,0.780220382,44461,18.28571429,/khu-cong-nghiep-thuan-an-bd/vsip-i-binh-duong-pj1337,,179,null,,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
chung cư Đống Đa,Property Type + Location,/ban-can-ho-chung-cu-dong-da,2.291438981,0.780333928,44461,1.115384615,/ban-can-ho-chung-cu-dong-da,324,275,HN,3,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Thuê nhà Quận 8,For rent - HCM;For Rent - Key District,/cho-thue-nha-rieng-quan-8,2.290213238,0.780447413,44461,2.798076923,/cho-thue-nha-rieng-quan-8,,,,,,For Rent,nha_general,quan,khong_gia,HCM,1
Thuê chung cư Đà Nẵng,For Rent - City,/cho-thue-can-ho-chung-cu-da-nang,2.282307886,0.780560507,44461,1.903846154,/cho-thue-can-ho-chung-cu-da-nang,326,285,DDN,,,For Rent,chung cư,Province,khong_gia,Others/non-detect,1
Bee Home,Project Name - HCM,/cho-thue-can-ho-chung-cu-bee-home,2.275259382,0.780673251,44461,3.451923077,/cho-thue-can-ho-chung-cu-bee-home,326,285,SG,69,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Thuê nhà Quận 10,For rent - HCM;For Rent - Key District,/cho-thue-nha-tro-phong-tro-quan-10,2.27414596,0.78078594,44461,3.144230769,/cho-thue-nha-tro-phong-tro-quan-10,,,,,,For Rent,nha_general,quan,khong_gia,HCM,1
mỹ phước 1,Project Name - Other Cities,/ban-dat-nen-du-an-khu-do-thi-cong-nghiep-my-phuoc-1,2.273607,0.780898603,44461,11.4,/ban-dat-nen-du-an-khu-do-thi-cong-nghiep-my-phuoc-1,40,279,BD,156,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Golden Field Mỹ Đình,Project Name - Hanoi,/ban-can-ho-chung-cu-golden-field-my-dinh,2.26716803,0.781010946,44461,1.144230769,/ban-can-ho-chung-cu-golden-field-my-dinh,324,275,HN,14,,non-detect,chung cư,non_detect,khong_gia,HN,1
nhà Tân Bình,Property Type + Location,/nha-dat-ban-tan-binh,2.26637814,0.78112325,44461,1.5,/nha-dat-ban-tan-binh,,86,SG,69,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
ldg sky,New project,/ban-can-ho-chung-cu-can-ho-ldg-sky,2.25673207,0.781235076,44461,9.9,/ban-can-ho-chung-cu-can-ho-ldg-sky,324,275,BD,158,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
nhà Quận 1,Property Type + Location,/ban-nha-rieng-quan-1,2.256428494,0.781346888,44461,1.137254902,/ban-nha-rieng-quan-1,41,276,SG,53,,non-detect,nha_general,quan,khong_gia,Others/non-detect,1
Bán chung cư Gò Vấp,For sale - HCM;For Sale - Key District,/ban-can-ho-chung-cu-go-vap,2.252781952,0.781458518,44461,1.153846154,/ban-can-ho-chung-cu-go-vap,324,275,SG,67,,For Sale,chung cư,quan,khong_gia,HCM,1
Green View,Project Name - HCM,/ban-can-ho-chung-cu-green-view,2.251882053,0.781570104,44461,1.778846154,/ban-can-ho-chung-cu-green-view,324,275,SG,59,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Khu đô thị Mỗ Lao,Project Name - Hanoi,/khu-do-thi-mo-lao-pj55,2.251587729,0.781681675,44412,1.254237288,,,,,,,non-detect,chung cư,non_detect,khong_gia,HN,1
Nhà đất Phú Nhuận,Property Type + Location,/nha-dat-ban-phu-nhuan,2.24913909,0.781793125,44461,1.156862745,/nha-dat-ban-phu-nhuan,,86,SG,68,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
chung cư dưới 1 tỷ,Property Type + Price,/ban-can-ho-chung-cu-tp-hcm/gia-tu-800-trieu-den-1-ty,2.248046157,0.781904521,44461,2.081632653,/ban-can-ho-chung-cu-tp-hcm/gia-tu-800-trieu-den-1-ty,324,275,SG,,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Res Green Tower,Project Name - HCM,/ban-can-ho-chung-cu-res-green-tower,2.247661441,0.782015898,44461,1.144230769,/ban-can-ho-chung-cu-res-green-tower,,,,,,non-detect,chung cư,non_detect,khong_gia,HCM,1
nhà Quận 6,Property Type + Location,/nha-dat-ban-quan-6,2.247169877,0.78212725,44461,1.539215686,/nha-dat-ban-quan-6,,,,,,non-detect,nha_general,quan,khong_gia,Others/non-detect,1
Citadines Bình Dương,-,/ban-can-ho-chung-cu-citadines-binh-duong,2.246291787,0.782238559,44461,1.163461538,/ban-can-ho-chung-cu-citadines-binh-duong,324,275,BD,161,,non-detect,"nghi duong, trang trai, khac",location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Bán chung cư Quận 10,For sale - HCM;For Sale - Key District,/ban-can-ho-chung-cu-quan-10,2.242439933,0.782349677,44461,1.163461538,/ban-can-ho-chung-cu-quan-10,324,275,SG,62,,For Sale,chung cư,quan,khong_gia,HCM,1
Lancaster Eden,Project Name - HCM,/ban-nha-biet-thu-lien-ke-lancaster-eden,2.231453776,0.782460251,44461,2.096153846,/ban-nha-biet-thu-lien-ke-lancaster-eden,325,277,SG,54,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Ban chung cu,-,/ban-can-ho-chung-cu-ha-noi,2.228189611,0.782570662,44461,2.027777778,/ban-can-ho-chung-cu-ha-noi,,,,,,non-detect,Chung cư,non_detect,khong_gia,Others/non-detect,1
The Metropole Thủ Thiêm,New project;Project Name - HCM,/ban-can-ho-chung-cu-the-metropole-thu-thiem,2.217993603,0.782680569,44461,5.442307692,/ban-can-ho-chung-cu-the-metropole-thu-thiem,324,275,SG,54,,non-detect,chung cư,non_detect,khong_gia,HCM,1
đất nền Hậu Giang,Property Type + Location,/nha-dat-ban-hau-giang,2.216239746,0.782790389,44461,1.826923077,/nha-dat-ban-hau-giang,,86,HGI,,,non-detect,dat_nen,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Hà Nội Garden City,Project Name - Hanoi,/ban-nha-biet-thu-lien-ke-ha-noi-garden-city,2.21271958,0.782900034,44461,1.971153846,/ban-nha-biet-thu-lien-ke-ha-noi-garden-city,325,277,HN,9,,non-detect,chung cư,non_detect,khong_gia,HN,1
Saigon Mystery Villas,Project Name - HCM,/ban-dat-nen-du-an-saigon-mystery-villas,2.210421533,0.783009565,44461,2.451923077,/ban-dat-nen-du-an-saigon-mystery-villas,40,279,SG,54,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Nhà đất Phủ Lý,Property Type + Location,/nha-dat-ban-phu-ly-hna,2.204408313,0.783118799,44461,1.205882353,/nha-dat-ban-phu-ly-hna,,86,HNA,290,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
River Garden,Project Name - HCM,/ban-can-ho-chung-cu-river-garden,2.196390513,0.783227635,44461,1.442307692,/ban-can-ho-chung-cu-river-garden,324,275,SG,54,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Nhà đất Châu Đốc,Property Type + Location,/nha-dat-ban-chau-doc-ag,2.195826477,0.783336443,44461,1.921568627,/nha-dat-ban-chau-doc-ag,,86,AG,95,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Bán nhà Phường 4 Quận 8,For sale - HCM;For Sale - Key Ward,/ban-nha-rieng-phuong-4-15,2.193440885,0.783445133,44461,1.423076923,/ban-nha-rieng-phuong-4-15,41,276,SG,60,8783,For Sale,nha_general,phuong xa quan,khong_gia,HCM,1
Cho thue kho xuong,For Rent - General,/cho-thue-kho-nha-xuong-dat-tp-hcm,2.193440885,0.783553823,44461,1.384615385,/cho-thue-kho-nha-xuong-dat-tp-hcm,,,,,,non-detect,nha_xuong_kho,non_detect,khong_gia,Others/non-detect,1
Summit Building,Project Name - Hanoi,/ban-can-ho-chung-cu-summit-building,2.184718917,0.783662081,44461,2.009615385,/ban-can-ho-chung-cu-summit-building,324,275,HN,7,,non-detect,chung cư,non_detect,khong_gia,HN,1
Golden King,Project Name - HCM,/ban-can-ho-chung-cu-golden-king,2.177499325,0.783769981,44461,1.903846154,/ban-can-ho-chung-cu-golden-king,324,275,SG,59,,non-detect,chung cư,non_detect,khong_gia,HCM,1
The Palace Residence,Project Name - HCM,/ban-can-ho-chung-cu-the-palace-residence,2.172176304,0.783877617,44461,1.682692308,/ban-can-ho-chung-cu-the-palace-residence,324,275,SG,54,,non-detect,chung cư,non_detect,khong_gia,HCM,1
City Gate Towers,Project Name - HCM,/ban-can-ho-chung-cu-city-gate-towers,2.169896773,0.783985141,44461,1.798076923,/ban-can-ho-chung-cu-city-gate-towers,324,275,SG,60,,non-detect,chung cư,non_detect,khong_gia,HCM,1
đăng tin nhà đất miễn phí,General Keywords,/dang-tin-rao-vat-ban-nha-dat,2.164348808,0.784092389,44461,2.5,/dang-tin-rao-vat-ban-nha-dat,,,,,,non-detect,nha_general,non_detect,khong_gia,Others/non-detect,1
Bán đất Kon Tum,For Sale - City,/ban-dat-kontum-kt,2.163956392,0.784199618,44461,1.586538462,/ban-dat-kontum-kt,283,280,KT,374,,For Sale,dat,Province,khong_gia,Others/non-detect,1
Mua chung cư mini,For Sale - General,/tags/ban/ban-chung-cu-mini-ha-noi,2.16178277,0.784306739,44461,1.894230769,/tags/ban/ban-chung-cu-mini-ha-noi,,541,null,,,For Sale,chung cư,non_detect,khong_gia,Others/non-detect,1
Thuê nhà Dĩ An,For Rent - Key District;For Rent - Ward,/cho-thue-nha-rieng-di-an-bd,2.161399194,0.784413842,44461,2.423076923,/cho-thue-nha-rieng-di-an-bd,,,,,,For Rent,nha_general,quan,khong_gia,Others/non-detect,1
The Art,Project Name - HCM,/ban-can-ho-chung-cu-the-art,2.160526554,0.784520901,44461,1.903846154,/ban-can-ho-chung-cu-the-art,324,275,SG,61,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Khu công nghiệp Hải Sơn,Project Name - Other Cities,/ban-dat-nen-du-an-khu-cong-nghiep-hai-son,2.159752753,0.784627921,44461,7.307692308,/ban-dat-nen-du-an-khu-cong-nghiep-hai-son,40,279,LA,419,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
đất Quy Nhơn,Property Type + Location,/nha-dat-ban-quy-nhon-bdd,2.158776628,0.784734893,44461,1.298076923,/nha-dat-ban-quy-nhon-bdd,,86,BDD,155,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
kdc nam long,Project Name - HCM,/ban-dat-nen-du-an-khu-dan-cu-nam-long,2.15776962,0.784841816,44461,1.8,/ban-dat-nen-du-an-khu-dan-cu-nam-long,40,279,SG,61,,non-detect,chung cư,non_detect,khong_gia,HCM,1
nhà Quận 3,Property Type + Location,/nha-dat-ban-quan-3,2.15750458,0.784948725,44461,1.215686275,/nha-dat-ban-quan-3,,,,,,non-detect,nha_general,quan,khong_gia,Others/non-detect,1
Trương Định Plaza,Project Name - Hanoi,/trung-tam-thuong-mai-hoang-mai/truong-dinh-plaza-pj3428,2.157428435,0.785055631,44461,4.058252427,/trung-tam-thuong-mai-hoang-mai/truong-dinh-plaza-pj3428,,0,null,,,non-detect,chung cư,non_detect,khong_gia,HN,1
Centa City Hải Phòng,Project Name - Other Cities,/ban-nha-biet-thu-lien-ke-centa-city-hai-phong,2.152828083,0.785162308,44461,1.676470588,/ban-nha-biet-thu-lien-ke-centa-city-hai-phong,325,277,HP,42,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
